customer_id,current_ltv,ltv_month_3,ltv_month_6,ltv_month_12,value_at_risk,decay_rate_pct,decay_pattern,urgency,intervention_month,turning_point
5331,648.5999999999999,645.23,641.85,635.11,13.49,0.5,🟢 STABLE,Low,11,12
5332,706.8,671.81,636.83,566.85,139.95,5.0,🟢 STABLE,Low,11,12
5333,1060.1999999999998,374.25,0.0,0.0,1060.2,64.7,🔴 CRITICAL DECAY,Critical,1,1
5334,1295.4,1232.83,1170.26,1045.13,250.27,4.8,🟢 STABLE,Low,1,1
5335,1162.8000000000002,873.26,583.73,4.65,1158.15,24.9,🟡 DECLINING,Medium,6,7
5336,229.20000000000002,133.99,38.78,0.0,229.2,41.5,🟠 RAPID DECLINE,High,1,2
5337,600.0,509.1,418.2,236.4,363.6,15.1,🟡 DECLINING,Medium,9,10
5338,544.8,530.96,517.12,489.45,55.35,2.5,🟢 STABLE,Low,11,12
5339,1025.4,608.78,192.16,0.0,1025.4,40.6,🟠 RAPID DECLINE,High,1,1
5340,1009.1999999999999,990.43,971.66,934.12,75.08,1.9,🟢 STABLE,Low,11,12
5341,893.4000000000001,60.93,0.0,0.0,893.4,93.2,🔴 CRITICAL DECAY,Critical,1,1
5342,777.0,651.9,526.81,276.61,500.39,16.1,🟡 DECLINING,Medium,1,1
5343,795.0,787.85,780.69,766.38,28.62,0.9,🟢 STABLE,Low,11,12
5344,922.8000000000001,921.51,920.22,917.63,5.17,0.1,🟢 STABLE,Low,11,12
5345,1077.6,678.35,279.1,0.0,1077.6,37.0,🟠 RAPID DECLINE,High,1,1
5346,895.1999999999999,888.49,881.77,868.34,26.86,0.7,🟢 STABLE,Low,11,12
5347,1403.4,1396.1,1388.8,1374.21,29.19,0.5,🟢 STABLE,Low,11,12
5348,487.79999999999995,477.41,467.02,446.24,41.56,2.1,🟢 STABLE,Low,11,12
5349,1372.1999999999998,1363.14,1354.09,1335.97,36.23,0.7,🟢 STABLE,Low,11,12
5350,836.4000000000001,833.14,829.88,823.35,13.05,0.4,🟢 STABLE,Low,11,12
5351,1146.0,617.35,88.7,0.0,1146.0,46.1,🟠 RAPID DECLINE,High,1,1
5352,1183.8000000000002,378.93,0.0,0.0,1183.8,68.0,🔴 CRITICAL DECAY,Critical,1,2
5353,739.8,648.21,556.63,373.45,366.35,12.4,🟢 STABLE,Low,11,12
5354,1072.1999999999998,101.11,0.0,0.0,1072.2,90.6,🔴 CRITICAL DECAY,Critical,1,1
5355,1144.8000000000002,911.26,677.72,210.64,934.16,20.4,🟡 DECLINING,Medium,7,8
5356,424.79999999999995,391.2,357.6,290.39,134.41,7.9,🟢 STABLE,Low,11,12
5357,239.39999999999998,237.03,234.66,229.92,9.48,1.0,🟢 STABLE,Low,11,12
5358,231.0,188.63,146.27,61.54,169.46,18.3,🟡 DECLINING,Medium,8,9
5359,355.79999999999995,131.18,0.0,0.0,355.8,63.1,🔴 CRITICAL DECAY,Critical,1,1
5360,1014.0,421.32,0.0,0.0,1014.0,58.4,🟠 RAPID DECLINE,High,1,1
5361,244.79999999999998,231.85,218.9,193.0,51.8,5.3,🟢 STABLE,Low,11,12
5362,297.0,295.81,294.62,292.25,4.75,0.4,🟢 STABLE,Low,11,12
5363,304.20000000000005,303.01,301.83,299.45,4.75,0.4,🟢 STABLE,Low,11,12
5364,1088.4,660.66,232.92,0.0,1088.4,39.3,🟠 RAPID DECLINE,High,3,4
5365,240.0,238.66,237.31,234.62,5.38,0.6,🟢 STABLE,Low,11,12
5366,717.0,713.7,710.4,703.81,13.19,0.5,🟢 STABLE,Low,11,12
5367,990.0,985.54,981.09,972.18,17.82,0.5,🟢 STABLE,Low,11,12
5368,843.5999999999999,119.54,0.0,0.0,843.6,85.8,🔴 CRITICAL DECAY,Critical,1,1
5369,244.20000000000002,213.04,181.88,119.56,124.64,12.8,🟢 STABLE,Low,11,12
5370,1089.6,746.7,403.81,0.0,1089.6,31.5,🟡 DECLINING,Medium,1,2
5371,1247.4,1010.14,772.89,298.38,949.02,19.0,🟡 DECLINING,Medium,1,1
5372,1259.4,640.66,21.91,0.0,1259.4,49.1,🟠 RAPID DECLINE,High,3,4
5373,1263.0,1237.23,1211.47,1159.94,103.06,2.0,🟢 STABLE,Low,11,12
5374,897.0,172.49,0.0,0.0,897.0,80.8,🔴 CRITICAL DECAY,Critical,1,1
5375,609.5999999999999,124.36,0.0,0.0,609.6,79.6,🔴 CRITICAL DECAY,Critical,1,1
5376,285.0,274.4,263.8,242.59,42.41,3.7,🟢 STABLE,Low,11,12
5377,735.5999999999999,379.35,23.1,0.0,735.6,48.4,🟠 RAPID DECLINE,High,3,4
5378,909.5999999999999,902.78,895.96,882.31,27.29,0.7,🟢 STABLE,Low,11,12
5379,1176.0,829.9,483.81,0.0,1176.0,29.4,🟡 DECLINING,Medium,5,6
5380,963.0,168.91,0.0,0.0,963.0,82.5,🔴 CRITICAL DECAY,Critical,1,1
5381,946.8000000000001,438.56,0.0,0.0,946.8,53.7,🟠 RAPID DECLINE,High,1,1
5382,624.0,612.14,600.29,576.58,47.42,1.9,🟢 STABLE,Low,11,12
5383,1017.0,352.09,0.0,0.0,1017.0,65.4,🔴 CRITICAL DECAY,Critical,1,1
5384,772.8000000000001,638.72,504.64,236.48,536.32,17.3,🟡 DECLINING,Medium,8,9
5385,1025.4,748.64,471.89,0.0,1025.4,27.0,🟡 DECLINING,Medium,1,1
5386,549.5999999999999,400.88,252.16,0.0,549.6,27.1,🟡 DECLINING,Medium,5,6
5387,366.0,191.71,17.42,0.0,366.0,47.6,🟠 RAPID DECLINE,High,3,4
5388,238.79999999999998,144.0,49.19,0.0,238.8,39.7,🟠 RAPID DECLINE,High,1,1
5389,829.8000000000001,720.43,611.06,392.33,437.47,13.2,🟢 STABLE,Low,11,12
5390,1193.4,119.1,0.0,0.0,1193.4,90.0,🔴 CRITICAL DECAY,Critical,1,1
5391,591.0,498.8,406.61,222.22,368.78,15.6,🟡 DECLINING,Medium,9,10
5392,472.20000000000005,470.17,468.14,464.08,8.12,0.4,🟢 STABLE,Low,11,12
5393,847.1999999999999,45.49,0.0,0.0,847.2,94.6,🔴 CRITICAL DECAY,Critical,1,1
5394,1261.1999999999998,651.54,41.87,0.0,1261.2,48.3,🟠 RAPID DECLINE,High,3,4
5395,972.0,189.35,0.0,0.0,972.0,80.5,🔴 CRITICAL DECAY,Critical,1,1
5396,241.20000000000002,237.0,232.81,224.41,16.79,1.7,🟢 STABLE,Low,11,12
5397,1018.1999999999999,196.51,0.0,0.0,1018.2,80.7,🔴 CRITICAL DECAY,Critical,1,1
5398,237.0,134.95,32.9,0.0,237.0,43.1,🟠 RAPID DECLINE,High,1,2
5399,237.0,231.31,225.62,214.25,22.75,2.4,🟢 STABLE,Low,11,12
5400,844.8000000000001,434.48,24.16,0.0,844.8,48.6,🟠 RAPID DECLINE,High,1,1
5401,245.39999999999998,243.8,242.21,239.02,6.38,0.7,🟢 STABLE,Low,11,12
5402,244.20000000000002,240.9,237.61,231.01,13.19,1.4,🟢 STABLE,Low,11,12
5403,1034.4,994.16,953.92,873.45,160.95,3.9,🟢 STABLE,Low,11,12
5404,1147.8000000000002,1071.47,995.14,842.49,305.31,6.7,🟢 STABLE,Low,11,12
5405,1245.6,1205.87,1166.13,1086.66,158.94,3.2,🟢 STABLE,Low,11,12
5406,1166.4,1158.47,1150.54,1134.67,31.73,0.7,🟢 STABLE,Low,11,12
5407,762.5999999999999,758.1,753.6,744.6,18.0,0.6,🟢 STABLE,Low,11,12
5408,299.4,296.53,293.65,287.9,11.5,1.0,🟢 STABLE,Low,11,12
5409,1069.8000000000002,324.04,0.0,0.0,1069.8,69.7,🔴 CRITICAL DECAY,Critical,1,1
5410,1188.0,1165.31,1142.62,1097.24,90.76,1.9,🟢 STABLE,Low,11,12
5411,297.6,70.03,0.0,0.0,297.6,76.5,🔴 CRITICAL DECAY,Critical,1,1
5412,1026.6,1003.91,981.22,935.85,90.75,2.2,🟢 STABLE,Low,11,12
5413,1128.0,490.79,0.0,0.0,1128.0,56.5,🟠 RAPID DECLINE,High,1,2
5414,1267.8000000000002,649.62,31.44,0.0,1267.8,48.8,🟠 RAPID DECLINE,High,3,4
5415,603.5999999999999,419.62,235.65,0.0,603.6,30.5,🟡 DECLINING,Medium,1,2
5416,1140.0,1017.56,895.13,650.26,489.74,10.7,🟢 STABLE,Low,11,12
5417,736.8,729.65,722.51,708.21,28.59,1.0,🟢 STABLE,Low,11,12
5418,966.5999999999999,338.02,0.0,0.0,966.6,65.0,🔴 CRITICAL DECAY,Critical,2,3
5419,942.0,935.31,928.62,915.25,26.75,0.7,🟢 STABLE,Low,11,12
5420,1371.6,1360.76,1349.93,1328.26,43.34,0.8,🟢 STABLE,Low,11,12
5421,240.60000000000002,239.01,237.42,234.25,6.35,0.7,🟢 STABLE,Low,11,12
5422,751.8,744.73,737.67,723.53,28.27,0.9,🟢 STABLE,Low,11,12
5423,970.1999999999999,267.58,0.0,0.0,970.2,72.4,🔴 CRITICAL DECAY,Critical,1,1
5424,1112.4,1100.39,1088.37,1064.34,48.06,1.1,🟢 STABLE,Low,11,12
5425,1205.4,479.63,0.0,0.0,1205.4,60.2,🔴 CRITICAL DECAY,Critical,1,2
5426,902.4000000000001,897.44,892.47,882.55,19.85,0.5,🟢 STABLE,Low,11,12
5427,1017.0,631.46,245.91,0.0,1017.0,37.9,🟠 RAPID DECLINE,High,3,4
5428,1073.4,187.09,0.0,0.0,1073.4,82.6,🔴 CRITICAL DECAY,Critical,1,1
5429,954.0,952.47,950.95,947.89,6.11,0.2,🟢 STABLE,Low,11,12
5430,865.8000000000001,543.12,220.43,0.0,865.8,37.3,🟠 RAPID DECLINE,High,4,5
5431,237.60000000000002,230.76,223.91,210.23,27.37,2.9,🟢 STABLE,Low,11,12
5432,916.8000000000001,688.7,460.6,4.4,912.4,24.9,🟡 DECLINING,Medium,1,1
5433,1210.8000000000002,954.59,698.39,185.98,1024.82,21.2,🟡 DECLINING,Medium,7,8
5434,1143.6,1089.74,1035.87,928.15,215.45,4.7,🟢 STABLE,Low,11,12
5435,1091.4,1057.57,1023.73,956.07,135.33,3.1,🟢 STABLE,Low,11,12
5436,654.0,400.05,146.1,0.0,654.0,38.8,🟠 RAPID DECLINE,High,3,4
5437,739.2,534.07,328.94,0.0,739.2,27.8,🟡 DECLINING,Medium,1,1
5438,958.8000000000001,238.84,0.0,0.0,958.8,75.1,🔴 CRITICAL DECAY,Critical,1,1
5439,1153.8000000000002,479.52,0.0,0.0,1153.8,58.4,🟠 RAPID DECLINE,High,1,1
5440,595.2,568.59,541.99,488.78,106.42,4.5,🟢 STABLE,Low,11,12
5441,783.5999999999999,773.18,762.76,741.91,41.69,1.3,🟢 STABLE,Low,11,12
5442,300.0,298.53,297.06,294.12,5.88,0.5,🟢 STABLE,Low,11,12
5443,545.4000000000001,424.54,303.68,61.96,483.44,22.2,🟡 DECLINING,Medium,6,7
5444,1293.0,321.31,0.0,0.0,1293.0,75.2,🔴 CRITICAL DECAY,Critical,1,1
5445,1069.1999999999998,1060.33,1051.45,1033.7,35.5,0.8,🟢 STABLE,Low,11,12
5446,235.79999999999998,137.85,39.9,0.0,235.8,41.5,🟠 RAPID DECLINE,High,1,1
5447,537.0,321.66,106.33,0.0,537.0,40.1,🟠 RAPID DECLINE,High,3,4
5448,1219.1999999999998,1116.91,1014.62,810.04,409.16,8.4,🟢 STABLE,Low,11,12
5449,1237.8000000000002,1229.88,1221.96,1206.11,31.69,0.6,🟢 STABLE,Low,11,12
5450,1015.8000000000001,63.89,0.0,0.0,1015.8,93.7,🔴 CRITICAL DECAY,Critical,1,1
5451,1147.8000000000002,1138.27,1128.75,1109.69,38.11,0.8,🟢 STABLE,Low,11,12
5452,901.1999999999999,817.3,733.4,565.59,335.61,9.3,🟢 STABLE,Low,11,12
5453,736.2,728.76,721.33,706.46,29.74,1.0,🟢 STABLE,Low,11,12
5454,834.5999999999999,68.44,0.0,0.0,834.6,91.8,🔴 CRITICAL DECAY,Critical,1,1
5455,236.39999999999998,145.46,54.51,0.0,236.4,38.5,🟠 RAPID DECLINE,High,3,4
5456,372.6,179.15,0.0,0.0,372.6,51.9,🟠 RAPID DECLINE,High,1,1
5457,612.0,566.59,521.18,430.36,181.64,7.4,🟢 STABLE,Low,11,12
5458,612.0,415.0,217.99,0.0,612.0,32.2,🟡 DECLINING,Medium,4,5
5459,1066.1999999999998,335.64,0.0,0.0,1066.2,68.5,🔴 CRITICAL DECAY,Critical,1,1
5460,240.60000000000002,239.76,238.92,237.23,3.37,0.3,🟢 STABLE,Low,11,12
5461,781.1999999999999,772.84,764.48,747.76,33.44,1.1,🟢 STABLE,Low,11,12
5462,841.8000000000001,755.09,668.39,494.98,346.82,10.3,🟢 STABLE,Low,11,12
5463,532.2,346.89,161.58,0.0,532.2,34.8,🟡 DECLINING,Medium,1,1
5464,249.0,246.86,244.72,240.43,8.57,0.9,🟢 STABLE,Low,11,12
5465,672.5999999999999,612.13,551.67,430.73,241.87,9.0,🟢 STABLE,Low,11,12
5466,239.39999999999998,233.03,226.66,213.93,25.47,2.7,🟢 STABLE,Low,11,12
5467,1183.1999999999998,1149.01,1114.81,1046.42,136.78,2.9,🟢 STABLE,Low,11,12
5468,956.4000000000001,172.92,0.0,0.0,956.4,81.9,🔴 CRITICAL DECAY,Critical,1,1
5469,948.0,685.69,423.38,0.0,948.0,27.7,🟡 DECLINING,Medium,5,6
5470,1073.4,1069.0,1064.6,1055.8,17.6,0.4,🟢 STABLE,Low,11,12
5471,890.4000000000001,308.97,0.0,0.0,890.4,65.3,🔴 CRITICAL DECAY,Critical,1,1
5472,972.0,894.53,817.06,662.13,309.87,8.0,🟢 STABLE,Low,11,12
5473,595.2,524.37,453.54,311.88,283.32,11.9,🟢 STABLE,Low,11,12
5474,1015.1999999999999,33.7,0.0,0.0,1015.2,96.7,🔴 CRITICAL DECAY,Critical,1,1
5475,660.0,606.21,552.42,444.84,215.16,8.1,🟢 STABLE,Low,11,12
5476,1018.1999999999999,149.57,0.0,0.0,1018.2,85.3,🔴 CRITICAL DECAY,Critical,1,1
5477,1010.4000000000001,1008.58,1006.76,1003.13,7.27,0.2,🟢 STABLE,Low,11,12
5478,1275.6,1243.97,1212.33,1149.06,126.54,2.5,🟢 STABLE,Low,11,12
5479,828.5999999999999,251.31,0.0,0.0,828.6,69.7,🔴 CRITICAL DECAY,Critical,1,1
5480,544.8,208.55,0.0,0.0,544.8,61.7,🔴 CRITICAL DECAY,Critical,1,1
5481,883.8000000000001,45.52,0.0,0.0,883.8,94.8,🔴 CRITICAL DECAY,Critical,1,1
5482,886.8000000000001,764.95,643.11,399.41,487.39,13.7,🟢 STABLE,Low,10,11
5483,933.0,561.67,190.33,0.0,933.0,39.8,🟠 RAPID DECLINE,High,1,1
5484,1192.1999999999998,1154.41,1116.61,1041.03,151.17,3.2,🟢 STABLE,Low,11,12
5485,609.0,238.24,0.0,0.0,609.0,60.9,🔴 CRITICAL DECAY,Critical,1,2
5486,1045.1999999999998,1039.35,1033.49,1021.79,23.41,0.6,🟢 STABLE,Low,11,12
5487,241.79999999999998,237.86,233.92,226.03,15.77,1.6,🟢 STABLE,Low,11,12
5488,1184.4,1024.62,864.85,545.3,639.1,13.5,🟢 STABLE,Low,11,12
5489,302.4,240.65,178.9,55.4,247.0,20.4,🟡 DECLINING,Medium,7,8
5490,668.4000000000001,555.71,443.02,217.63,450.77,16.9,🟡 DECLINING,Medium,8,9
5491,784.1999999999999,733.7,683.2,582.19,202.01,6.4,🟢 STABLE,Low,11,12
5492,303.6,301.63,299.65,295.71,7.89,0.6,🟢 STABLE,Low,11,12
5493,1012.1999999999999,81.89,0.0,0.0,1012.2,91.9,🔴 CRITICAL DECAY,Critical,1,1
5494,1019.4000000000001,443.95,0.0,0.0,1019.4,56.4,🟠 RAPID DECLINE,High,1,1
5495,886.1999999999999,255.76,0.0,0.0,886.2,71.1,🔴 CRITICAL DECAY,Critical,1,1
5496,291.0,288.79,286.58,282.15,8.85,0.8,🟢 STABLE,Low,11,12
5497,621.5999999999999,511.95,402.3,183.0,438.6,17.6,🟡 DECLINING,Medium,8,9
5498,552.0,212.8,0.0,0.0,552.0,61.4,🔴 CRITICAL DECAY,Critical,1,1
5499,952.8000000000001,236.2,0.0,0.0,952.8,75.2,🔴 CRITICAL DECAY,Critical,1,1
5500,726.0,721.79,717.58,709.16,16.84,0.6,🟢 STABLE,Low,11,12
5501,301.20000000000005,231.95,162.71,24.22,276.98,23.0,🟡 DECLINING,Medium,6,7
5502,861.5999999999999,509.98,158.36,0.0,861.6,40.8,🟠 RAPID DECLINE,High,1,1
5503,240.60000000000002,236.15,231.7,222.8,17.8,1.8,🟢 STABLE,Low,11,12
5504,1060.8000000000002,950.05,839.3,617.81,442.99,10.4,🟢 STABLE,Low,1,1
5505,363.0,337.81,312.62,262.23,100.77,6.9,🟢 STABLE,Low,11,12
5506,242.39999999999998,143.43,44.46,0.0,242.4,40.8,🟠 RAPID DECLINE,High,1,1
5507,718.8,668.77,618.74,518.69,200.11,7.0,🟢 STABLE,Low,11,12
5508,301.79999999999995,300.65,299.51,297.21,4.59,0.4,🟢 STABLE,Low,11,12
5509,552.0,430.73,309.45,66.9,485.1,22.0,🟡 DECLINING,Medium,6,7
5510,1215.6,977.22,738.84,262.08,953.52,19.6,🟡 DECLINING,Medium,7,8
5511,923.4000000000001,915.55,907.7,892.0,31.4,0.9,🟢 STABLE,Low,11,12
5512,663.5999999999999,554.11,444.61,225.62,437.98,16.5,🟡 DECLINING,Medium,9,10
5513,1109.4,1102.08,1094.76,1080.11,29.29,0.7,🟢 STABLE,Low,11,12
5514,581.4000000000001,418.43,255.47,0.0,581.4,28.0,🟡 DECLINING,Medium,5,6
5515,232.20000000000002,229.13,226.07,219.94,12.26,1.3,🟢 STABLE,Low,11,12
5516,621.0,318.64,16.27,0.0,621.0,48.7,🟠 RAPID DECLINE,High,1,1
5517,1040.4,1032.7,1025.0,1009.6,30.8,0.7,🟢 STABLE,Low,11,12
5518,1132.8000000000002,811.65,490.5,0.0,1132.8,28.4,🟡 DECLINING,Medium,1,1
5519,668.4000000000001,477.57,286.74,0.0,668.4,28.6,🟡 DECLINING,Medium,5,6
5520,1011.0,979.15,947.31,883.61,127.39,3.2,🟢 STABLE,Low,11,12
5521,775.8000000000001,732.04,688.29,600.78,175.02,5.6,🟢 STABLE,Low,11,12
5522,841.8000000000001,69.62,0.0,0.0,841.8,91.7,🔴 CRITICAL DECAY,Critical,1,1
5523,830.4000000000001,246.46,0.0,0.0,830.4,70.3,🔴 CRITICAL DECAY,Critical,1,2
5524,655.8,652.39,648.98,642.16,13.64,0.5,🟢 STABLE,Low,11,12
5525,297.0,280.01,263.02,229.05,67.95,5.7,🟢 STABLE,Low,11,12
5526,287.4,276.08,264.75,242.11,45.29,3.9,🟢 STABLE,Low,11,12
5527,1260.0,1235.43,1210.86,1161.72,98.28,1.9,🟢 STABLE,Low,11,12
5528,718.2,698.23,678.27,638.34,79.86,2.8,🟢 STABLE,Low,11,12
5529,240.60000000000002,138.75,36.91,0.0,240.6,42.3,🟠 RAPID DECLINE,High,1,2
5530,1105.8000000000002,1064.89,1023.97,942.14,163.66,3.7,🟢 STABLE,Low,11,12
5531,537.5999999999999,524.91,512.23,486.85,50.75,2.4,🟢 STABLE,Low,11,12
5532,250.79999999999998,249.17,247.54,244.28,6.52,0.6,🟢 STABLE,Low,11,12
5533,1144.8000000000002,428.84,0.0,0.0,1144.8,62.5,🔴 CRITICAL DECAY,Critical,1,1
5534,964.1999999999999,801.64,639.07,313.94,650.26,16.9,🟡 DECLINING,Medium,8,9
5535,1021.1999999999999,1014.26,1007.31,993.42,27.78,0.7,🟢 STABLE,Low,11,12
5536,416.40000000000003,255.25,94.11,0.0,416.4,38.7,🟠 RAPID DECLINE,High,1,1
5537,1380.6,1374.94,1369.28,1357.96,22.64,0.4,🟢 STABLE,Low,11,12
5538,973.1999999999999,47.59,0.0,0.0,973.2,95.1,🔴 CRITICAL DECAY,Critical,1,1
5539,239.39999999999998,232.58,225.75,212.11,27.29,2.8,🟢 STABLE,Low,11,12
5540,246.60000000000002,109.47,0.0,0.0,246.6,55.6,🟠 RAPID DECLINE,High,1,1
5541,1279.1999999999998,853.23,427.25,0.0,1279.2,33.3,🟡 DECLINING,Medium,1,1
5542,1033.8000000000002,1027.7,1021.6,1009.4,24.4,0.6,🟢 STABLE,Low,11,12
5543,946.1999999999999,505.65,65.1,0.0,946.2,46.6,🟠 RAPID DECLINE,High,3,4
5544,1281.0,1036.33,791.66,302.32,978.68,19.1,🟡 DECLINING,Medium,7,8
5545,1038.6,926.64,814.68,590.76,447.84,10.8,🟢 STABLE,Low,11,12
5546,508.79999999999995,412.28,315.76,122.72,386.08,19.0,🟡 DECLINING,Medium,7,8
5547,1073.4,131.28,0.0,0.0,1073.4,87.8,🔴 CRITICAL DECAY,Critical,1,1
5548,291.0,289.92,288.85,286.69,4.31,0.4,🟢 STABLE,Low,11,12
5549,1174.8000000000002,166.59,0.0,0.0,1174.8,85.8,🔴 CRITICAL DECAY,Critical,1,1
5550,246.0,243.12,240.24,234.49,11.51,1.2,🟢 STABLE,Low,11,12
5551,235.20000000000002,200.37,165.53,95.87,139.33,14.8,🟢 STABLE,Low,10,11
5552,243.0,235.76,228.52,214.03,28.97,3.0,🟢 STABLE,Low,11,12
5553,668.4000000000001,171.31,0.0,0.0,668.4,74.4,🔴 CRITICAL DECAY,Critical,1,1
5554,247.20000000000002,245.77,244.33,241.46,5.74,0.6,🟢 STABLE,Low,11,12
5555,237.60000000000002,236.98,236.36,235.13,2.47,0.3,🟢 STABLE,Low,11,12
5556,957.5999999999999,275.69,0.0,0.0,957.6,71.2,🔴 CRITICAL DECAY,Critical,1,1
5557,962.4000000000001,197.2,0.0,0.0,962.4,79.5,🔴 CRITICAL DECAY,Critical,1,1
5558,1396.8000000000002,1392.75,1388.7,1380.6,16.2,0.3,🟢 STABLE,Low,11,12
5559,379.79999999999995,182.68,0.0,0.0,379.8,51.9,🟠 RAPID DECLINE,High,1,2
5560,1129.8000000000002,1074.67,1019.53,909.26,220.54,4.9,🟢 STABLE,Low,11,12
5561,247.79999999999998,156.24,64.68,0.0,247.8,36.9,🟠 RAPID DECLINE,High,1,2
5562,922.1999999999999,791.52,660.85,399.5,522.7,14.2,🟢 STABLE,Low,10,11
5563,241.79999999999998,137.97,34.14,0.0,241.8,42.9,🟠 RAPID DECLINE,High,3,4
5564,663.0,659.82,656.64,650.27,12.73,0.5,🟢 STABLE,Low,11,12
5565,468.59999999999997,266.59,64.57,0.0,468.6,43.1,🟠 RAPID DECLINE,High,1,1
5566,985.8000000000001,981.27,976.73,967.66,18.14,0.5,🟢 STABLE,Low,11,12
5567,1236.0,1215.36,1194.72,1153.44,82.56,1.7,🟢 STABLE,Low,11,12
5568,1141.1999999999998,938.98,736.76,332.32,808.88,17.7,🟡 DECLINING,Medium,8,9
5569,1006.8000000000001,182.03,0.0,0.0,1006.8,81.9,🔴 CRITICAL DECAY,Critical,1,1
5570,1141.8000000000002,812.39,482.98,0.0,1141.8,28.9,🟡 DECLINING,Medium,1,2
5571,957.5999999999999,730.27,502.93,48.26,909.34,23.7,🟡 DECLINING,Medium,6,7
5572,897.5999999999999,893.83,890.06,882.52,15.08,0.4,🟢 STABLE,Low,11,12
5573,838.1999999999999,43.42,0.0,0.0,838.2,94.8,🔴 CRITICAL DECAY,Critical,1,1
5574,245.39999999999998,209.01,172.61,99.83,145.57,14.8,🟢 STABLE,Low,10,11
5575,940.1999999999999,922.34,904.47,868.74,71.46,1.9,🟢 STABLE,Low,11,12
5576,642.5999999999999,255.88,0.0,0.0,642.6,60.2,🔴 CRITICAL DECAY,Critical,1,1
5577,229.20000000000002,221.66,214.12,199.04,30.16,3.3,🟢 STABLE,Low,11,12
5578,240.0,237.94,235.87,231.74,8.26,0.9,🟢 STABLE,Low,11,12
5579,1126.8000000000002,1120.15,1113.5,1100.21,26.59,0.6,🟢 STABLE,Low,11,12
5580,239.39999999999998,232.62,225.85,212.3,27.1,2.8,🟢 STABLE,Low,11,12
5581,1357.8000000000002,1346.39,1334.99,1312.18,45.62,0.8,🟢 STABLE,Low,11,12
5582,288.0,285.84,283.68,279.36,8.64,0.8,🟢 STABLE,Low,11,12
5583,1019.4000000000001,487.68,0.0,0.0,1019.4,52.2,🟠 RAPID DECLINE,High,2,3
5584,966.0,245.36,0.0,0.0,966.0,74.6,🔴 CRITICAL DECAY,Critical,1,1
5585,231.60000000000002,87.92,0.0,0.0,231.6,62.0,🔴 CRITICAL DECAY,Critical,1,1
5586,229.79999999999998,223.83,217.85,205.9,23.9,2.6,🟢 STABLE,Low,11,12
5587,1095.6,1083.11,1070.62,1045.64,49.96,1.1,🟢 STABLE,Low,11,12
5588,595.8,103.01,0.0,0.0,595.8,82.7,🔴 CRITICAL DECAY,Critical,1,1
5589,652.2,615.94,579.68,507.15,145.05,5.6,🟢 STABLE,Low,11,12
5590,229.79999999999998,183.13,136.46,43.11,186.69,20.3,🟡 DECLINING,Medium,7,8
5591,1061.4,147.11,0.0,0.0,1061.4,86.1,🔴 CRITICAL DECAY,Critical,1,1
5592,237.0,235.77,234.54,232.07,4.93,0.5,🟢 STABLE,Low,11,12
5593,906.0,823.46,740.93,575.85,330.15,9.1,🟢 STABLE,Low,11,12
5594,1005.0,365.92,0.0,0.0,1005.0,63.6,🔴 CRITICAL DECAY,Critical,1,1
5595,232.79999999999998,115.63,0.0,0.0,232.8,50.3,🟠 RAPID DECLINE,High,1,2
5596,318.0,316.63,315.27,312.53,5.47,0.4,🟢 STABLE,Low,11,12
5597,1086.0,713.07,340.14,0.0,1086.0,34.3,🟡 DECLINING,Medium,4,5
5598,229.79999999999998,223.48,217.16,204.52,25.28,2.8,🟢 STABLE,Low,11,12
5599,1138.1999999999998,242.66,0.0,0.0,1138.2,78.7,🔴 CRITICAL DECAY,Critical,1,1
5600,839.4000000000001,562.15,284.89,0.0,839.4,33.0,🟡 DECLINING,Medium,1,1
5601,490.79999999999995,471.66,452.52,414.24,76.56,3.9,🟢 STABLE,Low,11,12
5602,963.0,941.43,919.86,876.72,86.28,2.2,🟢 STABLE,Low,11,12
5603,583.2,272.88,0.0,0.0,583.2,53.2,🟠 RAPID DECLINE,High,1,1
5604,849.5999999999999,273.74,0.0,0.0,849.6,67.8,🔴 CRITICAL DECAY,Critical,1,1
5605,722.4000000000001,621.55,520.71,319.01,403.39,14.0,🟢 STABLE,Low,10,11
5606,662.4000000000001,622.06,581.72,501.04,161.36,6.1,🟢 STABLE,Low,11,12
5607,669.5999999999999,412.67,155.75,0.0,669.6,38.4,🟠 RAPID DECLINE,High,1,1
5608,649.8,613.09,576.37,502.95,146.85,5.6,🟢 STABLE,Low,11,12
5609,961.8000000000001,696.82,431.85,0.0,961.8,27.6,🟡 DECLINING,Medium,5,6
5610,906.0,97.94,0.0,0.0,906.0,89.2,🔴 CRITICAL DECAY,Critical,1,1
5611,1204.8000000000002,956.13,707.46,210.12,994.68,20.6,🟡 DECLINING,Medium,7,8
5612,750.5999999999999,698.06,645.52,540.43,210.17,7.0,🟢 STABLE,Low,11,12
5613,845.4000000000001,843.71,842.02,838.64,6.76,0.2,🟢 STABLE,Low,11,12
5614,1026.0,1001.89,977.78,929.56,96.44,2.3,🟢 STABLE,Low,11,12
5615,242.39999999999998,151.18,59.97,0.0,242.4,37.6,🟠 RAPID DECLINE,High,3,4
5616,654.0,586.18,518.36,382.72,271.28,10.4,🟢 STABLE,Low,11,12
5617,249.0,143.6,38.2,0.0,249.0,42.3,🟠 RAPID DECLINE,High,1,2
